100
# x y z
0	0	0
0.5	0	0
1	0	0
1.5	0	0
2	0	0
2.5	0	0
3	0	0
3.5	0	0
4	0	0
4.5	0	0
5	0	0
5.5	0	0
6	0	0
6.5	0	0
7	0	0
7.5	0	0
8	0	0
8.5	0	0
9	0	0
9.5	0	0
10	0	0
10.5	0	0
11	0	0
11.5	0	0
12	0	0
12.5	0	0
13	0	0
13.5	0	0
14	0	0
14.5	0	0
15	0	0
15.5	0	0
16	0	0
16.5	0	0
17	0	0
17.5	0	0
18	0	0
18.5	0	0
19	0	0
19.5	0	0
20	0	0
20.5	0	0
21	0	0
21.5	0	0
22	0	0
22.5	0	0
23	0	0
23.5	0	0
24	0	0
24.5	0	0
25	0	0
25.5	0	0
26	0	0
26.5	0	0
27	0	0
27.5	0	0
28	0	0
28.5	0	0
29	0	0
29.5	0	0
30	0	0
30.5	0	0
31	0	0
31.5	0	0
32	0	0
32.5	0	0
33	0	0
33.5	0	0
34	0	0
34.5	0	0
35	0	0
35.5	0	0
36	0	0
36.5	0	0
37	0	0
37.5	0	0
38	0	0
38.5	0	0
39	0	0
39.5	0	0
40	0	0
40.5	0	0
41	0	0
41.5	0	0
42	0	0
42.5	0	0
43	0	0
43.5	0	0
44	0	0
44.5	0	0
45	0	0
45.5	0	0
46	0	0
46.5	0	0
47	0	0
47.5	0	0
48	0	0
48.5	0	0
49	0	0
49.5	0	0
1598
# a b m n u i
1	4	2	3	2.89973000000000e-02	1.00000000000000e-03
2	5	3	4	2.38472000000000e-02	1.00000000000000e-03
3	6	4	5	2.48744000000000e-02	1.00000000000000e-03
4	7	5	6	2.30997000000000e-02	1.00000000000000e-03
5	8	6	7	2.23483000000000e-02	1.00000000000000e-03
6	9	7	8	1.92652000000000e-02	1.00000000000000e-03
7	10	8	9	1.81260000000000e-02	1.00000000000000e-03
8	11	9	10	1.57089000000000e-02	1.00000000000000e-03
9	12	10	11	1.36655000000000e-02	1.00000000000000e-03
10	13	11	12	1.25796000000000e-02	1.00000000000000e-03
11	14	12	13	1.07840000000000e-02	1.00000000000000e-03
12	15	13	14	9.86630000000000e-03	1.00000000000000e-03
13	16	14	15	7.68580000000000e-03	1.00000000000000e-03
15	18	16	17	9.19790000000000e-03	1.00000000000000e-03
16	19	17	18	8.36020000000000e-03	1.00000000000000e-03
17	20	18	19	8.36270000000000e-03	1.00000000000000e-03
18	21	19	20	7.03380000000000e-03	1.00000000000000e-03
19	22	20	21	7.73560000000000e-03	1.00000000000000e-03
20	23	21	22	6.02150000000000e-03	1.00000000000000e-03
21	24	22	23	6.06140000000000e-03	1.00000000000000e-03
